,emisor,mencionado,texto,rt,localizacion,texto_limpio
8344,TuitSugerido,,"🔷 ¿Te gustaría vivir más tiempo? Asegúrate de tener una pareja feliz, dice la ciencia https://t.co/S5V72etvsx",False,"Comunidad de Madrid, España",¿Te gustaría vivir más tiempo Asegúrate de tener una pareja feliz dice la ciencia
8345,LaCronologia,,"🔷 Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/7MzFit9rF6",False,"Comunidad de Madrid, España",Discapacidad ¿el precio por vivir más Envejecimiento
8346,Bonobix,,"💣 Grandes avances en la lucha contra el cáncer, la diabetes, la demencia y otras enfermedades provocadas por el envejecimiento celular... https://t.co/PjNJgXaEou",False,Entre Oviedo y Madrid,Grandes avances en la lucha contra el cáncer la diabetes la demencia y otras enfermedades provocadas por el envejecimiento celular
8347,SoyPatylu,elbotiquinmx,"RT @elbotiquinmx: Si tienes 34 o más, lamentamos decirte que ya estás envejeciendo. https://t.co/JgfGQ131ee",True,México,Si tienes 34 o más lamentamos decirte que ya estás envejeciendo
8348,TecNovedosos,,🔷 Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30 https://t.co/YXH0uTOqmi,False,España,Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30
8349,nickgaves,pizzzasluuut,@pizzzasluuut señal de envejecimiento,False,Bogotá,señal de envejecimiento
8350,GuardiaDigital,,🔷 Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/hrcH3k8PlG,False,"Comunidad de Madrid, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad
8351,Postematico,,🔵 ¿Cuántos años podemos vivir los humanos? #Longevidad https://t.co/9dVrWVT8DV,False,"Comunidad de Madrid, España",¿Cuántos años podemos vivir los humanos Longevidad
8352,Lecturas24H,,"🌀 Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/zbbppuN425",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio
8353,UltraTextual,,"🔷 Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/5XNCkE797m",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio
8354,adrianamunozc,elbotiquinmx,"RT @elbotiquinmx: Si tienes 34 o más, lamentamos decirte que ya estás envejeciendo. https://t.co/JgfGQ131ee",True,"Veracruz puerto,México.",Si tienes 34 o más lamentamos decirte que ya estás envejeciendo
8355,denism01,CassiaCardosoUS,"RT @CassiaCardosoUS: Este batido es ideal para restaurar el colágeno de la piel, prevenir el envejecimiento prematuro, hidratar y mantener…",True,Venezuela,Este batido es ideal para restaurar el colágeno de la piel prevenir el envejecimiento prematuro hidratar y mantener…
8356,MultiGaceta,,🔵 Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30 https://t.co/4ZNgJiDpJj,False,"Comunidad de Madrid, España",Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30
8357,DonSinoptico,,"🔵 Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/gjDo6Kp7H4",False,"Comunidad de Madrid, España",Discapacidad ¿el precio por vivir más Envejecimiento
8358,HECNEL,sumedico,"RT @sumedico: Hoy te vamos a hablar sobre la enfermedad de base genética que causa envejecimiento acelerado y prematuro, te explicamos sus…",True,CAQUETA,Hoy te vamos a hablar sobre la enfermedad de base genética que causa envejecimiento acelerado y prematuro te explicamos sus…
8359,Mayyahuely,elbotiquinmx,"RT @elbotiquinmx: Si tienes 34 o más, lamentamos decirte que ya estás envejeciendo. https://t.co/JgfGQ131ee",True,pais del nunca jamas,Si tienes 34 o más lamentamos decirte que ya estás envejeciendo
8360,GiraInformativa,,"🔵 Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/3XlNzW0GMx",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento acelerado
8361,GiraInformativa,,🌀 Si quieres vivir muchos años... Asegúrate de tener una pareja feliz https://t.co/v38u5983pX,False,"Comunidad de Madrid, España",Si quieres vivir muchos años Asegúrate de tener una pareja feliz
8362,Datos365,,🔷 Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/M5rnwddFhB,False,"Comunidad de Madrid, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad
8363,Sofrosine  ,"nachurod, la posita","@nachurod @la_posita Sacarlas fue el robo, trabajo en una extranjera. Funcionaban mal en Arg pero los sistemas previsionales mundiales estan en crisis x el incremento de la longevidad. Lo de Arg fue quedarse con la plata",False,the world,Sacarlas fue el robo trabajo en una extranjera Funcionaban mal en Arg pero los sistemas previsionales mundiales estan en crisis x el incremento de la longevidad Lo de Arg fue quedarse con la plata
8364,Dianvic15,elbotiquinmx,"RT @elbotiquinmx: Si tienes 34 o más, lamentamos decirte que ya estás envejeciendo. https://t.co/JgfGQ131ee",True,🌎 ,Si tienes 34 o más lamentamos decirte que ya estás envejeciendo
8365,Frikisimo,,🎯 Esta es la razón de que los llamados super-agers sean tan longevos y tengan tanta salud... https://t.co/uV8n0pu4xv,False,Madrid,Esta es la razón de que los llamados superagers sean tan longevos y tengan tanta salud
8366,AjuscoTlalpan,elbotiquinmx,"RT @elbotiquinmx: Si tienes 34 o más, lamentamos decirte que ya estás envejeciendo. https://t.co/JgfGQ131ee",True,"Tlalpan, Distrito Federal",Si tienes 34 o más lamentamos decirte que ya estás envejeciendo
8367,ElPeteman,,"No lo creo, yo comencé mi envejecimiento como malos 27 https://t.co/EfR6UTup9F",False,,No lo creo yo comencé mi envejecimiento como malos 27
8368,bettyaltuve,elbotiquinmx,"RT @elbotiquinmx: Si tienes 34 o más, lamentamos decirte que ya estás envejeciendo. https://t.co/JgfGQ131ee",True,"Maracaibo, Zulia Venezuela",Si tienes 34 o más lamentamos decirte que ya estás envejeciendo
8369,NeoInformes,,"🔵 ¿Te gustaría vivir más tiempo? Asegúrate de tener una pareja feliz, dice la ciencia https://t.co/XICzfgefOl",False,"Comunidad de Madrid, España",¿Te gustaría vivir más tiempo Asegúrate de tener una pareja feliz dice la ciencia
8370,Enteremonos,,🌀 Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30 https://t.co/EGUN21g8KN,False,"Comunidad de Madrid, España",Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30
8371,Hiperenlazados,,🔷 ¿Cuántos años podemos vivir los humanos? #Longevidad https://t.co/56UZoSmxuu,False,"Comunidad de Madrid, España",¿Cuántos años podemos vivir los humanos Longevidad
8372,Informedios,,"🔷 Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/dN7VuNwxt5",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento acelerado
8373,ApunteIndicado,,🌀 ¿Cuántos años podemos vivir los humanos? #Longevidad https://t.co/7U8LrQBQSE,False,"Sevilla, España",¿Cuántos años podemos vivir los humanos Longevidad
8374,abiganusa,Geriatriamexico,RT @Geriatriamexico: Las #PersonasMayores tienen derecho a la igualdad y no discriminación por razones de edad https://t.co/pBNFvgFOtq,True,CDMX,Las PersonasMayores tienen derecho a la igualdad y no discriminación por razones de edad
8375,Con 5 Sentidos,,🎯 Esta es la razón de que los llamados super-agers sean tan longevos y tengan tanta salud... https://t.co/E6edCcuFAj,False,aquí y ahora,Esta es la razón de que los llamados superagers sean tan longevos y tengan tanta salud
8376,Enteremonos,,🔷 Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/cAMEKu8eym,False,"Comunidad de Madrid, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad
8377,Datos365,,"🔵 Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/ieEdYzBqm7",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio
8378,APiedragil,elbotiquinmx,"RT @elbotiquinmx: Si tienes 34 o más, lamentamos decirte que ya estás envejeciendo. https://t.co/JgfGQ131ee",True,,Si tienes 34 o más lamentamos decirte que ya estás envejeciendo
8379,ikitiuatli,elbotiquinmx,"RT @elbotiquinmx: Si tienes 34 o más, lamentamos decirte que ya estás envejeciendo. https://t.co/JgfGQ131ee",True,México,Si tienes 34 o más lamentamos decirte que ya estás envejeciendo
8380,carloandrade222,mercola espanol,RT @mercola_espanol: La dieta cetogénica mejora la sensibilidad a la insulina y numerosos marcadores del envejecimiento&gt;&gt;&gt; https://t.co/ESC…,True,Mexico,La dieta cetogénica mejora la sensibilidad a la insulina y numerosos marcadores del envejecimientogtgtgt …
8381,LupitaYc08,elbotiquinmx,"RT @elbotiquinmx: Si tienes 34 o más, lamentamos decirte que ya estás envejeciendo. https://t.co/JgfGQ131ee",True,,Si tienes 34 o más lamentamos decirte que ya estás envejeciendo
8382,TemaGlobal,,🔵 Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30 https://t.co/fby7CVZee4,False,"Madrid, Comunidad de Madrid",Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30
8383,EDGARDOGARCIASA,elbotiquinmx,"RT @elbotiquinmx: Si tienes 34 o más, lamentamos decirte que ya estás envejeciendo. https://t.co/JgfGQ131ee",True,garciasalgadoedgardo@gmail.com,Si tienes 34 o más lamentamos decirte que ya estás envejeciendo
8384,Hiperenlazados,,🔵 ¿Cuántos años podemos vivir los humanos? #Longevidad https://t.co/56UZoSmxuu,False,"Comunidad de Madrid, España",¿Cuántos años podemos vivir los humanos Longevidad
8385,TemaGlobal,,"🔷 Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/11o3Ybe3C7",False,"Madrid, Comunidad de Madrid",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio
8386,Arthur Albarran,INAPAM,RT @INAPAM: Te compartimos algunas recomendaciones en esta época de frío para las #PersonasMayores.  ⬇ https://t.co/v44fdxB0R6,True,,Te compartimos algunas recomendaciones en esta época de frío para las PersonasMayores
8387,TaliaDuX,elbotiquinmx,"RT @elbotiquinmx: Si tienes 34 o más, lamentamos decirte que ya estás envejeciendo. https://t.co/JgfGQ131ee",True,,Si tienes 34 o más lamentamos decirte que ya estás envejeciendo
8388,AreaEditorial,,"🔷 Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/j8GynTU5cK",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento acelerado
8389,JgSergio2012,Manuj Hidalgo,"RT @Manuj_Hidalgo: A ver chicas y chicos, los tipos de interés reales están relacionados con la productividad a largo plazo, y está a su ve…",True,,A ver chicas y chicos los tipos de interés reales están relacionados con la productividad a largo plazo y está a su ve…
8390,La Excusa ,,🍁 El envejecimiento puede revertirse como cualquier enfermedad gracias a un fármaco sintetizado por la Escuela de Medicina de Harvard.... https://t.co/xHLdXth973,False,España,El envejecimiento puede revertirse como cualquier enfermedad gracias a un fármaco sintetizado por la Escuela de Medicina de Harvard
8391,TeActualizas,,🌀 Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/QmDvWu3Arg,False,"Comunidad de Madrid, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad
8392,EfectoCognitivo,,🔵 ¿Cuántos años podemos vivir los humanos? #Longevidad https://t.co/8m3NQZzBJA,False,"Comunidad de Madrid, España",¿Cuántos años podemos vivir los humanos Longevidad
8393,Serdomas,,"Localizadores GPS Cietact 
Localizadores GPS Cietact (5 colores) por sólo 2,86€ con el #código: 36PH4KA6

https://t.co/KUsL7GlmYR

#PersonasMayores #Chollos #Descuentos Para toda la familia. 
https://t.co/vxn60Uv2v0 https://t.co/JIj1ZeoLub",False,Madrid,"Localizadores GPS Cietact 
Localizadores GPS Cietact 5 colores por sólo 286€ con el código 36PH4KA6



PersonasMayores Chollos Descuentos Para toda la familia"
8394,victoremga,elbotiquinmx,"RT @elbotiquinmx: Si tienes 34 o más, lamentamos decirte que ya estás envejeciendo. https://t.co/JgfGQ131ee",True,Cali,Si tienes 34 o más lamentamos decirte que ya estás envejeciendo
8395,Miral1Dr,EmbEspCostaRica,@EmbEspCostaRica Es un hábito saludable que favorece la longevidad.,False,,Es un hábito saludable que favorece la longevidad
8396,mrdiazg,elbotiquinmx,"RT @elbotiquinmx: Si tienes 34 o más, lamentamos decirte que ya estás envejeciendo. https://t.co/JgfGQ131ee",True,,Si tienes 34 o más lamentamos decirte que ya estás envejeciendo
8397,sumedico,,"Hoy te vamos a hablar sobre la enfermedad de base genética que causa envejecimiento acelerado y prematuro, te explicamos sus síntomas, causas y tratamiento. 
https://t.co/a4J5ynL9PC",False,México D.F.,Hoy te vamos a hablar sobre la enfermedad de base genética que causa envejecimiento acelerado y prematuro te explicamos sus síntomas causas y tratamiento
8398,PenultimaH,,"💣 Grandes avances en la lucha contra el cáncer, la diabetes, la demencia y otras enfermedades provocadas por el envejecimiento celular... https://t.co/GpDFILAhHp",False,"Madrid, España",Grandes avances en la lucha contra el cáncer la diabetes la demencia y otras enfermedades provocadas por el envejecimiento celular
8399,pegpao,,"Envejecimiento saludable 👇
1⃣Participación social
2⃣Salir de casa
3⃣Tener amigos
4⃣Participar en actividades que agraden 
5⃣Ejercicio físico 
6⃣Buena alimentación 
(y claramente tener buenas rodillas) https://t.co/6wceJSEHPj",False,Madrid,"Envejecimiento saludable 
1⃣Participación social
2⃣Salir de casa
3⃣Tener amigos
4⃣Participar en actividades que agraden 
5⃣Ejercicio físico 
6⃣Buena alimentación 
y claramente tener buenas rodillas"
8400,ZonaCien,,🍁 El envejecimiento puede revertirse como cualquier enfermedad gracias a un fármaco sintetizado por la Escuela de Medicina de Harvard.... https://t.co/2LtKoAgryO,False,España,El envejecimiento puede revertirse como cualquier enfermedad gracias a un fármaco sintetizado por la Escuela de Medicina de Harvard
